strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
H37Rv,NC_000962.3,RefSeq,CDS,2258854,2259285,432,-,,0,cds-NP_216527.1,NP_216527.1,hypothetical protein,Rv2011c,protein_coding,"ID=cds-NP_216527.1;Parent=gene-Rv2011c;Dbxref=GenBank:NP_216527.1,GeneID:888922;Name=NP_216527.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2011c;product=hypothetical protein;protein_id=NP_216527.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2259326,2259820,495,+,,,gene-Rv2012,Rv2012,,Rv2012,protein_coding,ID=gene-Rv2012;Dbxref=GeneID:888927;Name=Rv2012;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2012
H37Rv,NC_000962.3,RefSeq,CDS,2259326,2259820,495,+,,0,cds-NP_216528.1,NP_216528.1,hypothetical protein,Rv2012,protein_coding,"ID=cds-NP_216528.1;Parent=gene-Rv2012;Dbxref=GenBank:NP_216528.1,GeneID:888927;Name=NP_216528.1;gbkey=CDS;locus_tag=Rv2012;product=hypothetical protein;protein_id=NP_216528.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2261816,2263072,1257,-,,,gene-Rv2015c,Rv2015c,,Rv2015c,protein_coding,ID=gene-Rv2015c;Dbxref=GeneID:888378;Name=Rv2015c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2015c
H37Rv,NC_000962.3,RefSeq,CDS,2261816,2263072,1257,-,,0,cds-NP_216531.1,NP_216531.1,hypothetical protein,Rv2015c,protein_coding,"ID=cds-NP_216531.1;Parent=gene-Rv2015c;Dbxref=GenBank:NP_216531.1,GeneID:888378;Name=NP_216531.1;experiment=EXISTENCE:Mass spectrometry[PMID:14595687];gbkey=CDS;locus_tag=Rv2015c;product=hypothetical protein;protein_id=NP_216531.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2263426,2264001,576,+,,,gene-Rv2016,Rv2016,,Rv2016,protein_coding,ID=gene-Rv2016;Dbxref=GeneID:888630;Name=Rv2016;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2016
H37Rv,NC_000962.3,RefSeq,CDS,2263426,2264001,576,+,,0,cds-NP_216532.1,NP_216532.1,hypothetical protein,Rv2016,protein_coding,"ID=cds-NP_216532.1;Parent=gene-Rv2016;Dbxref=GenBank:NP_216532.1,GeneID:888630;Name=NP_216532.1;gbkey=CDS;locus_tag=Rv2016;product=hypothetical protein;protein_id=NP_216532.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2263998,2265038,1041,+,,,gene-Rv2017,Rv2017,,Rv2017,protein_coding,ID=gene-Rv2017;Dbxref=GeneID:888435;Name=Rv2017;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2017
H37Rv,NC_000962.3,RefSeq,CDS,2263998,2265038,1041,+,,0,cds-NP_216533.1,NP_216533.1,transcriptional regulator,Rv2017,protein_coding,"ID=cds-NP_216533.1;Parent=gene-Rv2017;Dbxref=GenBank:NP_216533.1,GeneID:888435;Name=NP_216533.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;inference=protein motif:PROSITE:PS00142;locus_tag=Rv2017;product=transcriptional regulator;protein_id=NP_216533.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2265280,2265999,720,+,,,gene-Rv2018,Rv2018,,Rv2018,protein_coding,ID=gene-Rv2018;Dbxref=GeneID:887560;Name=Rv2018;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2018
H37Rv,NC_000962.3,RefSeq,CDS,2265280,2265999,720,+,,0,cds-NP_216534.1,NP_216534.1,hypothetical protein,Rv2018,protein_coding,"ID=cds-NP_216534.1;Parent=gene-Rv2018;Dbxref=GenBank:NP_216534.1,GeneID:887560;Name=NP_216534.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2018;product=hypothetical protein;protein_id=NP_216534.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2265989,2266405,417,+,,,gene-Rv2019,Rv2019,,Rv2019,protein_coding,ID=gene-Rv2019;Dbxref=GeneID:887665;Name=Rv2019;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2019
H37Rv,NC_000962.3,RefSeq,CDS,2265989,2266405,417,+,,0,cds-NP_216535.1,NP_216535.1,hypothetical protein,Rv2019,protein_coding,"ID=cds-NP_216535.1;Parent=gene-Rv2019;Dbxref=GenBank:NP_216535.1,GeneID:887665;Name=NP_216535.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2019;product=hypothetical protein;protein_id=NP_216535.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2266805,2267110,306,-,,,gene-Rv2021c,Rv2021c,,Rv2021c,protein_coding,ID=gene-Rv2021c;Dbxref=GeneID:888092;Name=Rv2021c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2021c
H37Rv,NC_000962.3,RefSeq,CDS,2266805,2267110,306,-,,0,cds-NP_216537.1,NP_216537.1,transcriptional regulator,Rv2021c,protein_coding,"ID=cds-NP_216537.1;Parent=gene-Rv2021c;Dbxref=GenBank:NP_216537.1,GeneID:888092;Name=NP_216537.1;gbkey=CDS;locus_tag=Rv2021c;product=transcriptional regulator;protein_id=NP_216537.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2267119,2267724,606,-,,,gene-Rv2022c,Rv2022c,,Rv2022c,protein_coding,ID=gene-Rv2022c;Dbxref=GeneID:888129;Name=Rv2022c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2022c
H37Rv,NC_000962.3,RefSeq,CDS,2267119,2267724,606,-,,0,cds-NP_216538.1,NP_216538.1,hypothetical protein,Rv2022c,protein_coding,"ID=cds-NP_216538.1;Parent=gene-Rv2022c;Dbxref=GenBank:NP_216538.1,GeneID:888129;Name=NP_216538.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2022c;product=hypothetical protein;protein_id=NP_216538.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2267749,2268108,360,-,,,gene-Rv2023c,Rv2023c,,Rv2023c,protein_coding,ID=gene-Rv2023c;Dbxref=GeneID:887444;Name=Rv2023c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2023c
H37Rv,NC_000962.3,RefSeq,CDS,2267749,2268108,360,-,,0,cds-NP_216539.1,NP_216539.1,hypothetical protein,Rv2023c,protein_coding,"ID=cds-NP_216539.1;Parent=gene-Rv2023c;Dbxref=GenBank:NP_216539.1,GeneID:887444;Name=NP_216539.1;gbkey=CDS;locus_tag=Rv2023c;product=hypothetical protein;protein_id=NP_216539.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2268693,2270240,1548,-,,,gene-Rv2024c,Rv2024c,,Rv2024c,protein_coding,ID=gene-Rv2024c;Dbxref=GeneID:888351;Name=Rv2024c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2024c
H37Rv,NC_000962.3,RefSeq,CDS,2268693,2270240,1548,-,,0,cds-NP_216540.1,NP_216540.1,hypothetical protein,Rv2024c,protein_coding,"ID=cds-NP_216540.1;Parent=gene-Rv2024c;Dbxref=GenBank:NP_216540.1,GeneID:888351;Name=NP_216540.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;locus_tag=Rv2024c;product=hypothetical protein;protein_id=NP_216540.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2270750,2271748,999,-,,,gene-Rv2025c,Rv2025c,,Rv2025c,protein_coding,ID=gene-Rv2025c;Dbxref=GeneID:888782;Name=Rv2025c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2025c
H37Rv,NC_000962.3,RefSeq,CDS,2270750,2271748,999,-,,0,cds-NP_216541.1,NP_216541.1,cation efflux system protein,Rv2025c,protein_coding,"ID=cds-NP_216541.1;Parent=gene-Rv2025c;Dbxref=GenBank:NP_216541.1,GeneID:888782;Name=NP_216541.1;experiment=DESCRIPTION:Gene expression[PMID:17726022];gbkey=CDS;locus_tag=Rv2025c;product=cation efflux system protein;protein_id=NP_216541.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2271863,2272747,885,-,,,gene-Rv2026c,Rv2026c,,Rv2026c,protein_coding,ID=gene-Rv2026c;Dbxref=GeneID:887460;Name=Rv2026c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2026c
H37Rv,NC_000962.3,RefSeq,CDS,2271863,2272747,885,-,,0,cds-NP_216542.1,NP_216542.1,universal stress protein,Rv2026c,protein_coding,"ID=cds-NP_216542.1;Parent=gene-Rv2026c;Dbxref=GenBank:NP_216542.1,GeneID:887460;Name=NP_216542.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2026c;product=universal stress protein;protein_id=NP_216542.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2272787,2274508,1722,-,,,gene-Rv2027c,dosT,,Rv2027c,protein_coding,ID=gene-Rv2027c;Dbxref=GeneID:888471;Name=dosT;gbkey=Gene;gene=dosT;gene_biotype=protein_coding;locus_tag=Rv2027c
H37Rv,NC_000962.3,RefSeq,CDS,2272787,2274508,1722,-,,0,cds-NP_216543.1,NP_216543.1,two component sensor histidine kinase DosT,Rv2027c,protein_coding,"ID=cds-NP_216543.1;Parent=gene-Rv2027c;Dbxref=GenBank:NP_216543.1,GeneID:888471;Name=NP_216543.1;experiment=DESCRIPTION:Gene expression%2C mutation analysis[PMID:15033981];gbkey=CDS;gene=dosT;locus_tag=Rv2027c;product=two component sensor histidine kinase DosT;protein_id=NP_216543.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2274569,2275408,840,-,,,gene-Rv2028c,Rv2028c,,Rv2028c,protein_coding,ID=gene-Rv2028c;Dbxref=GeneID:888494;Name=Rv2028c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2028c
H37Rv,NC_000962.3,RefSeq,CDS,2274569,2275408,840,-,,0,cds-NP_216544.1,NP_216544.1,universal stress protein,Rv2028c,protein_coding,"ID=cds-NP_216544.1;Parent=gene-Rv2028c;Dbxref=GenBank:NP_216544.1,GeneID:888494;Name=NP_216544.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:14532352];gbkey=CDS;locus_tag=Rv2028c;product=universal stress protein;protein_id=NP_216544.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2275405,2276424,1020,-,,,gene-Rv2029c,pfkB,,Rv2029c,protein_coding,ID=gene-Rv2029c;Dbxref=GeneID:887491;Name=pfkB;gbkey=Gene;gene=pfkB;gene_biotype=protein_coding;locus_tag=Rv2029c
H37Rv,NC_000962.3,RefSeq,CDS,2275405,2276424,1020,-,,0,cds-NP_216545.1,NP_216545.1,6-phosphofructokinase PfkB,Rv2029c,protein_coding,"ID=cds-NP_216545.1;Parent=gene-Rv2029c;Dbxref=GenBank:NP_216545.1,GeneID:887491;Name=NP_216545.1;Note=phosphohexokinase (phosphofructokinase);experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21969609];gbkey=CDS;gene=pfkB;inference=protein motif:PROSITE:PS00583;locus_tag=Rv2029c;product=6-phosphofructokinase PfkB;protein_id=NP_216545.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2276441,2278486,2046,-,,,gene-Rv2030c,Rv2030c,,Rv2030c,protein_coding,ID=gene-Rv2030c;Dbxref=GeneID:887536;Name=Rv2030c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2030c
H37Rv,NC_000962.3,RefSeq,CDS,2276441,2278486,2046,-,,0,cds-NP_216546.1,NP_216546.1,hypothetical protein,Rv2030c,protein_coding,"ID=cds-NP_216546.1;Parent=gene-Rv2030c;Dbxref=GenBank:NP_216546.1,GeneID:887536;Name=NP_216546.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2030c;product=hypothetical protein;protein_id=NP_216546.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2278498,2278932,435,-,,,gene-Rv2031c,hspX,,Rv2031c,protein_coding,ID=gene-Rv2031c;Dbxref=GeneID:887579;Name=hspX;gbkey=Gene;gene=hspX;gene_biotype=protein_coding;gene_synonym=acr;locus_tag=Rv2031c
H37Rv,NC_000962.3,RefSeq,CDS,2278498,2278932,435,-,,0,cds-NP_216547.1,NP_216547.1,alpha-crystallin,Rv2031c,protein_coding,"ID=cds-NP_216547.1;Parent=gene-Rv2031c;Dbxref=GenBank:NP_216547.1,GeneID:887579;Name=NP_216547.1;Note=heat shock protein HspX%3B alpha-crystallin homolog (14 kDa antigen) (HSP16.3);experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=hspX;locus_tag=Rv2031c;product=alpha-crystallin;protein_id=NP_216547.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2279129,2280124,996,+,,,gene-Rv2032,acg,,Rv2032,protein_coding,ID=gene-Rv2032;Dbxref=GeneID:887582;Name=acg;gbkey=Gene;gene=acg;gene_biotype=protein_coding;locus_tag=Rv2032
H37Rv,NC_000962.3,RefSeq,CDS,2279129,2280124,996,+,,0,cds-NP_216548.1,NP_216548.1,NAD(P)H nitroreductase,Rv2032,protein_coding,"ID=cds-NP_216548.1;Parent=gene-Rv2032;Dbxref=GenBank:NP_216548.1,GeneID:887582;Name=NP_216548.1;Note=acr-coregulated gene;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Gene expression[PMID:11854240],EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;gene=acg;locus_tag=Rv2032;product=NAD(P)H nitroreductase;protein_id=NP_216548.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2280240,2281082,843,-,,,gene-Rv2033c,Rv2033c,,Rv2033c,protein_coding,ID=gene-Rv2033c;Dbxref=GeneID:887972;Name=Rv2033c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2033c
H37Rv,NC_000962.3,RefSeq,CDS,2280240,2281082,843,-,,0,cds-NP_216549.1,NP_216549.1,hypothetical protein,Rv2033c,protein_coding,"ID=cds-NP_216549.1;Parent=gene-Rv2033c;Dbxref=GenBank:NP_216549.1,GeneID:887972;Name=NP_216549.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv2033c;product=hypothetical protein;protein_id=NP_216549.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2281294,2281617,324,+,,,gene-Rv2034,Rv2034,,Rv2034,protein_coding,ID=gene-Rv2034;Dbxref=GeneID:887859;Name=Rv2034;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2034
H37Rv,NC_000962.3,RefSeq,CDS,2281294,2281617,324,+,,0,cds-NP_216550.1,NP_216550.1,ArsR family HTH-type transcriptional repressor,Rv2034,protein_coding,"ID=cds-NP_216550.1;Parent=gene-Rv2034;Dbxref=GenBank:NP_216550.1,GeneID:887859;Name=NP_216550.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2034;product=ArsR family HTH-type transcriptional repressor;protein_id=NP_216550.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2281614,2282102,489,+,,,gene-Rv2035,Rv2035,,Rv2035,protein_coding,ID=gene-Rv2035;Dbxref=GeneID:887445;Name=Rv2035;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2035
H37Rv,NC_000962.3,RefSeq,CDS,2281614,2282102,489,+,,0,cds-NP_216551.1,NP_216551.1,hypothetical protein,Rv2035,protein_coding,"ID=cds-NP_216551.1;Parent=gene-Rv2035;Dbxref=GenBank:NP_216551.1,GeneID:887445;Name=NP_216551.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2035;product=hypothetical protein;protein_id=NP_216551.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2282099,2282740,642,+,,,gene-Rv2036,Rv2036,,Rv2036,protein_coding,ID=gene-Rv2036;Dbxref=GeneID:887433;Name=Rv2036;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2036
H37Rv,NC_000962.3,RefSeq,CDS,2282099,2282740,642,+,,0,cds-NP_216552.1,NP_216552.1,hypothetical protein,Rv2036,protein_coding,"ID=cds-NP_216552.1;Parent=gene-Rv2036;Dbxref=GenBank:NP_216552.1,GeneID:887433;Name=NP_216552.1;gbkey=CDS;locus_tag=Rv2036;product=hypothetical protein;protein_id=NP_216552.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2282747,2283721,975,-,,,gene-Rv2037c,Rv2037c,,Rv2037c,protein_coding,ID=gene-Rv2037c;Dbxref=GeneID:888021;Name=Rv2037c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2037c
H37Rv,NC_000962.3,RefSeq,CDS,2282747,2283721,975,-,,0,cds-NP_216553.1,NP_216553.1,transmembrane protein,Rv2037c,protein_coding,"ID=cds-NP_216553.1;Parent=gene-Rv2037c;Dbxref=GenBank:NP_216553.1,GeneID:888021;Name=NP_216553.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2037c;product=transmembrane protein;protein_id=NP_216553.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2283723,2284796,1074,-,,,gene-Rv2038c,Rv2038c,,Rv2038c,protein_coding,ID=gene-Rv2038c;Dbxref=GeneID:887998;Name=Rv2038c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2038c
H37Rv,NC_000962.3,RefSeq,CDS,2283723,2284796,1074,-,,0,cds-NP_216554.1,NP_216554.1,sugar ABC transporter ATP-binding protein,Rv2038c,protein_coding,"ID=cds-NP_216554.1;Parent=gene-Rv2038c;Dbxref=GenBank:NP_216554.1,GeneID:887998;Name=NP_216554.1;Note=Probable sugar-transport ATP-binding protein ABC transporter. Contains PS00211 ABC transporters family signature and PS00017 ATP/GTP-binding site motif A (P-loop).;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;inference=protein motif:PROSITE:PS00211;locus_tag=Rv2038c;product=sugar ABC transporter ATP-binding protein;protein_id=NP_216554.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2284799,2285641,843,-,,,gene-Rv2039c,Rv2039c,,Rv2039c,protein_coding,ID=gene-Rv2039c;Dbxref=GeneID:887729;Name=Rv2039c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2039c
H37Rv,NC_000962.3,RefSeq,CDS,2284799,2285641,843,-,,0,cds-NP_216555.1,NP_216555.1,sugar ABC transporter permease,Rv2039c,protein_coding,"ID=cds-NP_216555.1;Parent=gene-Rv2039c;Dbxref=GenBank:NP_216555.1,GeneID:887729;Name=NP_216555.1;gbkey=CDS;inference=protein motif:PROSITE:PS00402;locus_tag=Rv2039c;product=sugar ABC transporter permease;protein_id=NP_216555.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2285628,2286530,903,-,,,gene-Rv2040c,Rv2040c,,Rv2040c,protein_coding,ID=gene-Rv2040c;Dbxref=GeneID:887893;Name=Rv2040c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2040c
H37Rv,NC_000962.3,RefSeq,CDS,2285628,2286530,903,-,,0,cds-NP_216556.1,NP_216556.1,sugar ABC transporter permease,Rv2040c,protein_coding,"ID=cds-NP_216556.1;Parent=gene-Rv2040c;Dbxref=GenBank:NP_216556.1,GeneID:887893;Name=NP_216556.1;gbkey=CDS;inference=protein motif:PROSITE:PS00402;locus_tag=Rv2040c;product=sugar ABC transporter permease;protein_id=NP_216556.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2286527,2287846,1320,-,,,gene-Rv2041c,Rv2041c,,Rv2041c,protein_coding,ID=gene-Rv2041c;Dbxref=GeneID:887474;Name=Rv2041c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2041c
H37Rv,NC_000962.3,RefSeq,CDS,2286527,2287846,1320,-,,0,cds-NP_216557.1,NP_216557.1,sugar ABC transporter substrate-binding lipoprotein,Rv2041c,protein_coding,"ID=cds-NP_216557.1;Parent=gene-Rv2041c;Dbxref=GenBank:NP_216557.1,GeneID:887474;Name=NP_216557.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;inference=protein motif:PROSITE:PS00013;locus_tag=Rv2041c;product=sugar ABC transporter substrate-binding lipoprotein;protein_id=NP_216557.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2287884,2288681,798,-,,,gene-Rv2042c,Rv2042c,,Rv2042c,protein_coding,ID=gene-Rv2042c;Dbxref=GeneID:887497;Name=Rv2042c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2042c
H37Rv,NC_000962.3,RefSeq,CDS,2287884,2288681,798,-,,0,cds-NP_216558.1,NP_216558.1,hypothetical protein,Rv2042c,protein_coding,"ID=cds-NP_216558.1;Parent=gene-Rv2042c;Dbxref=GenBank:NP_216558.1,GeneID:887497;Name=NP_216558.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv2042c;product=hypothetical protein;protein_id=NP_216558.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2288681,2289241,561,-,,,gene-Rv2043c,pncA,,Rv2043c,protein_coding,ID=gene-Rv2043c;Dbxref=GeneID:888260;Name=pncA;gbkey=Gene;gene=pncA;gene_biotype=protein_coding;locus_tag=Rv2043c
H37Rv,NC_000962.3,RefSeq,CDS,2288681,2289241,561,-,,0,cds-NP_216559.1,NP_216559.1,pyrazinamidase/nicotinamidase PncA,Rv2043c,protein_coding,"ID=cds-NP_216559.1;Parent=gene-Rv2043c;Dbxref=GenBank:NP_216559.1,GeneID:888260;Name=NP_216559.1;Note=involved in susceptibility or resistance to antituberculous drug pyrazinamide.;experiment=DESCRIPTION:Mutation analysis[PMID:11171040];gbkey=CDS;gene=pncA;locus_tag=Rv2043c;product=pyrazinamidase/nicotinamidase PncA;protein_id=NP_216559.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2289282,2289599,318,-,,,gene-Rv2044c,Rv2044c,,Rv2044c,protein_coding,ID=gene-Rv2044c;Dbxref=GeneID:888243;Name=Rv2044c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2044c
H37Rv,NC_000962.3,RefSeq,CDS,2289282,2289599,318,-,,0,cds-NP_216560.1,NP_216560.1,hypothetical protein,Rv2044c,protein_coding,"ID=cds-NP_216560.1;Parent=gene-Rv2044c;Dbxref=GenBank:NP_216560.1,GeneID:888243;Name=NP_216560.1;gbkey=CDS;locus_tag=Rv2044c;product=hypothetical protein;protein_id=NP_216560.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2289685,2291220,1536,-,,,gene-Rv2045c,lipT,,Rv2045c,protein_coding,ID=gene-Rv2045c;Dbxref=GeneID:888358;Name=lipT;gbkey=Gene;gene=lipT;gene_biotype=protein_coding;locus_tag=Rv2045c
H37Rv,NC_000962.3,RefSeq,CDS,2289685,2291220,1536,-,,0,cds-NP_216561.1,NP_216561.1,carboxylesterase LipT,Rv2045c,protein_coding,"ID=cds-NP_216561.1;Parent=gene-Rv2045c;Dbxref=GenBank:NP_216561.1,GeneID:888358;Name=NP_216561.1;gbkey=CDS;gene=lipT;inference=protein motif:PROSITE:PS00941;locus_tag=Rv2045c;product=carboxylesterase LipT;protein_id=NP_216561.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2291269,2291925,657,+,,,gene-Rv2046,lppI,,Rv2046,protein_coding,ID=gene-Rv2046;Dbxref=GeneID:888308;Name=lppI;gbkey=Gene;gene=lppI;gene_biotype=protein_coding;locus_tag=Rv2046
H37Rv,NC_000962.3,RefSeq,CDS,2291269,2291925,657,+,,0,cds-NP_216562.1,NP_216562.1,lipoprotein LppI,Rv2046,protein_coding,"ID=cds-NP_216562.1;Parent=gene-Rv2046;Dbxref=GenBank:NP_216562.1,GeneID:888308;Name=NP_216562.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=lppI;inference=protein motif:PROSITE:PS00013;locus_tag=Rv2046;product=lipoprotein LppI;protein_id=NP_216562.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2291962,2294526,2565,-,,,gene-Rv2047c,Rv2047c,,Rv2047c,protein_coding,ID=gene-Rv2047c;Dbxref=GeneID:888529;Name=Rv2047c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2047c
H37Rv,NC_000962.3,RefSeq,CDS,2291962,2294526,2565,-,,0,cds-NP_216563.1,NP_216563.1,hypothetical protein,Rv2047c,protein_coding,"ID=cds-NP_216563.1;Parent=gene-Rv2047c;Dbxref=GenBank:NP_216563.1,GeneID:888529;Name=NP_216563.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;locus_tag=Rv2047c;product=hypothetical protein;protein_id=NP_216563.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2294531,2306986,12456,-,,,gene-Rv2048c,pks12,,Rv2048c,protein_coding,ID=gene-Rv2048c;Dbxref=GeneID:888350;Name=pks12;gbkey=Gene;gene=pks12;gene_biotype=protein_coding;locus_tag=Rv2048c
H37Rv,NC_000962.3,RefSeq,CDS,2294531,2306986,12456,-,,0,cds-NP_216564.2,NP_216564.2,polyketide synthase,Rv2048c,protein_coding,"ID=cds-NP_216564.2;Parent=gene-Rv2048c;Dbxref=GenBank:NP_216564.2,GeneID:888350;Name=NP_216564.2;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=pks12;inference=protein motif:PROSITE:PS00606;locus_tag=Rv2048c;product=polyketide synthase;protein_id=NP_216564.2;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,2299745,2299886,142,+,,,gene-RVnc0003,ASpks,,RVnc0003,ncRNA,ID=gene-RVnc0003;Dbxref=GeneID:14515896;Name=ASpks;gbkey=Gene;gene=ASpks;gene_biotype=ncRNA;locus_tag=RVnc0003
H37Rv,NC_000962.3,RefSeq,gene,2307293,2307517,225,-,,,gene-Rv2049c,Rv2049c,,Rv2049c,protein_coding,ID=gene-Rv2049c;Dbxref=GeneID:888593;Name=Rv2049c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv2049c
H37Rv,NC_000962.3,RefSeq,CDS,2307293,2307517,225,-,,0,cds-NP_216565.1,NP_216565.1,hypothetical protein,Rv2049c,protein_coding,"ID=cds-NP_216565.1;Parent=gene-Rv2049c;Dbxref=GenBank:NP_216565.1,GeneID:888593;Name=NP_216565.1;gbkey=CDS;locus_tag=Rv2049c;product=hypothetical protein;protein_id=NP_216565.1;transl_table=11"
